first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Diogo,Dalot Teixeira,0,2,22,592,14,128.7,101.4,27.0,0,58,25.7,1,0,0,1.0,44,DEF
Patrick,Dorgu,0,1,16,622,11,124.4,112.0,84.0,0,68,32.1,1,0,4,2.8,42,DEF
Harry,Maguire,1,1,33,341,4,16.3,86.8,40.0,3,83,14.3,2,0,0,0.8,44,DEF
Luke,Shaw,0,1,28,933,15,45.1,155.0,5.0,0,104,20.5,2,0,0,0.5,45,DEF
Leny,Yoro,0,1,23,638,14,24.6,107.4,24.0,1,68,15.5,1,0,0,1.6,44,DEF
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Tyler,Fredricson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,38,DEF
Ayden,Heaven,0,1,4,28,2,10.3,28.6,0.0,0,14,3.9,0,0,0,1.3,38,DEF
Tyrell,Malacia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF
Bruno,Borges Fernandes,2,3,50,980,18,413.3,313.0,194.0,8,243,92.2,1,0,2,16.5,89,MID
Matheus,Santos Carneiro da Cunha,1,0,26,683,10,148.0,132.2,177.0,1,124,45.7,1,0,0,4.5,79,MID
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID
Amad,Diallo,1,3,37,753,10,204.3,189.6,156.0,5,180,55.1,2,0,1,1.8,63,MID
Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID
Mason,Mount,1,0,22,349,5,89.6,64.0,67.0,2,70,22.1,3,0,0,0.3,59,MID
Carlos Henrique,Casimiro,3,2,47,617,6,96.5,207.8,95.0,5,165,40.0,3,1,3,1.2,55,MID
Kobbie,Mainoo,0,0,7,138,6,56.6,29.4,5.0,0,26,9.1,0,0,0,0.4,47,MID
Manuel,Ugarte Ribeiro,0,0,13,299,11,26.4,54.6,2.0,0,66,8.2,0,0,0,0.1,48,MID
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD
Joshua,Zirkzee,0,0,4,82,4,17.1,13.6,60.0,0,7,8.9,0,0,0,0.4,58,FWD
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,43,FWD
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Benjamin,Sesko,2,1,31,616,13,97.8,122.6,221.0,5,90,43.5,1,0,1,4.3,73,FWD
Senne,Lammens,0,0,16,450,7,0.0,110.8,0.0,2,63,11.1,1,0,0,1.5,50,GK
Jacob,Ramsey,0,0,5,190,6,84.1,33.4,11.0,0,33,12.9,0,0,1,0.2,53,MID
Yoane,Wissa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,73,FWD
Nick,Pope,0,1,52,976,12,0.0,284.6,0.0,3,221,28.4,5,0,1,11.5,52,GK
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Lewis,Hall,0,0,9,146,3,5.5,34.0,11.0,1,28,5.1,1,0,0,0.7,52,DEF
Fabian,Schär,0,0,25,424,3,27.0,112.0,17.0,0,95,15.7,3,0,0,1.7,54,DEF
Sven,Botman,0,0,31,642,10,35.0,159.4,43.0,4,116,23.7,3,0,0,0.6,49,DEF
Dan,Burn,0,1,48,972,14,48.6,177.2,43.0,4,116,26.9,5,1,3,8.6,52,DEF
Tino,Livramento,0,1,37,526,3,56.3,71.4,16.0,3,137,14.3,5,0,0,2.7,49,DEF
Kieran,Trippier,0,0,30,699,10,230.7,113.0,4.0,2,121,34.6,4,0,1,2.4,50,DEF
Emil,Krafth,0,0,0,45,2,1.2,1.4,0.0,0,-8,0.3,0,0,0,0.0,43,DEF
Jamaal,Lascelles,0,0,1,19,2,0.0,10.2,7.0,0,0,1.7,0,0,0,0.1,43,DEF
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,DEF
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Anthony,Gordon,0,0,12,461,7,95.8,40.8,130.0,0,43,26.4,3,1,0,1.8,73,MID
Anthony,Elanga,0,0,16,411,9,117.2,44.2,69.0,0,53,23.1,2,0,0,3.4,66,MID
Harvey,Barnes,1,0,24,464,6,114.4,69.2,123.0,2,73,30.4,2,0,0,0.4,63,MID
Bruno,Guimarães Rodriguez Moura,3,2,50,895,14,232.2,221.0,107.0,6,212,56.0,4,0,3,3.6,66,MID
Jacob,Murphy,2,1,36,566,5,110.3,141.8,223.0,2,129,47.4,4,0,0,1.1,61,MID
Joelinton Cássio,Apolinário de Lira,0,0,21,649,8,84.5,71.0,107.0,0,83,26.4,3,0,2,0.3,59,MID
Sandro,Tonali,0,1,32,869,9,220.8,154.8,92.0,1,176,46.9,5,0,0,1.3,54,MID
Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Joe,Willock,0,0,5,99,2,3.0,11.2,6.0,0,19,1.9,1,0,0,0.1,50,MID
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Lewis,Miley,0,1,14,273,3,52.3,45.0,10.0,0,62,10.9,1,0,0,2.0,44,MID
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
William,Osula,1,1,18,213,4,14.2,41.2,68.0,0,60,12.1,1,0,0,0.3,55,FWD
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD
Aaron,Ramsdale,0,0,0,13,2,0.0,8.8,0.0,0,-2,0.9,0,0,0,0.6,48,GK
Malick,Thiaw,0,0,26,632,12,21.0,147.4,62.0,2,89,23.1,2,0,1,0.5,49,DEF
Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID
Nick,Woltemade,4,1,40,613,8,64.4,151.8,166.0,6,133,38.5,4,0,0,20.8,74,FWD
Oleksandr,Zinchenko,0,0,5,253,4,52.4,62.6,15.0,0,46,13.0,0,0,0,0.2,49,DEF
James,McAtee,0,0,4,126,5,39.8,14.0,6.0,0,20,6.1,0,0,0,0.1,51,MID
Matz,Sels,0,0,23,990,20,0.0,269.6,0.0,0,101,27.0,0,0,1,7.9,48,GK
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Nikola,Milenković,0,0,19,990,20,26.4,182.6,54.0,0,78,26.4,0,0,1,3.7,52,DEF
Murillo,Costa dos Santos,0,0,13,649,13,15.8,137.4,8.0,0,55,16.1,0,0,2,1.9,53,DEF
Ola,Aina,0,0,6,270,5,33.3,53.8,11.0,0,20,9.8,0,0,1,2.4,47,DEF
Neco,Williams,1,0,20,990,20,153.0,223.0,109.0,2,112,48.5,0,0,4,3.3,47,DEF
David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Jair,Paula da Cunha Filho,0,0,3,90,2,0.4,26.0,0.0,0,9,2.6,0,0,0,0.1,43,DEF
Felipe,Rodrigues da Silva,0,0,8,438,9,5.5,93.4,3.0,0,38,10.2,0,0,3,0.1,43,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF
Morgan,Gibbs-White,2,1,40,906,18,202.3,154.4,225.0,4,170,57.8,0,0,0,3.2,73,MID
Callum,Hudson-Odoi,1,0,22,567,12,212.9,105.0,105.0,3,97,42.4,0,0,0,0.6,57,MID
Elliot,Anderson,1,1,41,990,20,281.8,236.0,94.0,1,205,61.4,0,0,2,2.9,53,MID
João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.0,54,MID
Nicolás,Domínguez,0,0,2,110,2,45.3,17.2,0.0,0,18,6.3,0,0,1,0.0,50,MID
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ibrahim,Sangaré,1,0,18,500,10,47.2,98.4,55.0,0,90,20.1,0,0,2,0.1,49,MID
Ryan,Yates,0,1,11,240,4,25.5,53.0,21.0,0,47,9.9,0,0,1,0.1,47,MID
Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Chris,Wood,2,0,25,538,8,49.6,77.6,179.0,3,85,29.8,1,0,0,5.8,72,FWD
Igor Jesus,Maciel da Cruz,0,1,14,326,11,36.3,23.8,107.0,0,41,16.1,0,0,0,0.7,58,FWD
Taiwo,Awoniyi,0,0,4,133,1,25.7,11.8,39.0,0,19,7.7,0,0,0,0.4,52,FWD
Dan,Ndoye,1,2,32,755,13,121.2,116.4,106.0,4,123,34.4,0,0,1,1.1,57,MID
Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40,GK
Omari,Hutchinson,0,2,13,128,2,88.7,46.4,51.0,1,49,18.3,0,0,0,0.0,54,MID
Arnaud,Kalimuendo,0,0,6,66,2,16.4,2.8,22.0,0,14,4.1,0,0,0,0.1,60,FWD
Douglas Luiz,Soares de Paulo,0,1,7,185,5,46.5,23.2,10.0,0,40,8.0,0,0,1,0.0,50,MID
John Victor,Maciel Furtado,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Nicolò,Savona,1,0,12,429,10,44.3,104.0,43.0,0,40,19.2,0,0,0,0.0,45,DEF
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Dilane,Bakwa,0,0,5,172,4,73.7,30.2,49.0,0,27,15.3,0,0,0,0.0,60,MID
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,GK
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Daniel,Ballard,2,1,49,579,5,55.1,253.0,175.0,5,149,48.4,2,0,0,3.0,46,DEF
Trai,Hume,0,1,41,978,10,126.1,153.0,48.0,2,160,32.8,4,0,1,0.4,45,DEF
Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF
Dennis,Cirkin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF
Luke,O'Nien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF
Reinildo,Mandava,0,0,18,662,8,26.0,108.4,19.0,0,79,15.4,2,1,2,4.3,40,DEF
Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.1,40,DEF
Simon,Adingra,0,1,14,297,5,79.1,28.4,8.0,0,37,11.5,2,0,1,0.5,51,MID
Habib,Diarra,0,1,12,345,2,31.0,10.6,45.0,0,23,8.0,2,0,1,0.0,53,MID
Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID
Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Enzo,Le Fée,1,1,34,692,8,147.9,160.0,49.0,3,118,35.6,2,0,1,0.4,49,MID
Romaine,Mundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Dan,Neil,0,0,2,2,0,0.0,2.0,0.0,0,7,0.2,0,0,0,0.0,48,MID
Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Chris,Rigg,0,0,8,186,0,25.6,9.0,7.0,0,23,4.3,1,0,0,0.0,48,MID
Noah,Sadiki,0,0,26,983,10,129.2,114.8,23.0,0,135,26.8,4,0,4,0.1,50,MID
Chemsdine,Talbi,1,2,34,587,3,90.7,83.6,78.0,2,100,25.2,4,0,0,0.3,50,MID
Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,43,MID
Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Wilson,Isidor,4,0,41,670,8,13.8,137.6,228.0,7,142,37.8,3,0,0,3.5,56,FWD
Eliezer,Mayenda Dossou,1,0,16,260,1,24.6,48.2,52.0,2,56,12.3,2,0,0,0.6,54,FWD
Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43,FWD
Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD
Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD
Granit,Xhaka,1,3,52,990,10,244.6,300.4,37.0,4,234,58.1,4,0,4,6.4,52,MID
Robin,Roefs,0,0,56,990,10,20.0,323.8,0.0,6,222,34.3,4,0,1,7.6,47,GK
Arthur,Masuaku,0,0,1,125,2,20.1,21.8,7.0,0,4,4.9,0,0,1,0.7,39,DEF
Omar,Alderete,1,1,45,667,6,38.6,228.4,77.0,4,143,34.4,3,0,1,4.7,41,DEF
Nordi,Mukiele,1,1,51,810,8,74.9,234.2,61.0,5,174,37.0,3,0,1,6.0,42,DEF
Lutsharel,Geertruida,0,0,10,337,4,18.4,73.8,22.0,0,56,11.5,0,0,0,0.0,45,DEF
Brian,Brobbey,1,1,13,106,1,10.9,59.6,23.0,0,50,9.4,0,0,0,0.1,55,FWD
Bertrand,Traoré,0,1,13,358,5,59.3,42.0,77.0,0,60,17.9,1,0,1,0.1,55,MID
Guglielmo,Vicario,0,0,47,990,10,0.1,286.8,0.0,5,217,28.7,4,0,0,9.4,50,GK
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Antonín,Kinský,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,39,GK
Pedro,Porro Sauceda,0,2,46,863,8,207.8,179.2,25.0,2,180,41.3,4,0,1,17.1,55,DEF
Cristian,Romero,0,1,34,747,6,30.2,178.0,73.0,3,148,28.0,3,0,4,4.0,50,DEF
Kevin,Danso,0,0,12,257,4,3.4,64.4,0.0,1,48,6.8,1,0,3,0.1,43,DEF
Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Radu,Drăgușin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Djed,Spence,0,0,31,758,7,56.5,92.0,34.0,0,103,18.1,4,0,2,1.5,45,DEF
Destiny,Udogie,0,1,12,341,5,71.7,77.0,48.0,0,54,19.7,0,0,0,0.4,44,DEF
Micky,van de Ven,3,0,58,979,10,33.9,253.4,120.0,5,210,40.8,4,0,2,33.3,48,DEF
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF
Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID
Brennan,Johnson,2,0,28,467,3,68.9,117.8,64.0,2,99,25.1,3,0,2,2.9,67,MID
James,Maddison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,68,MID
Mohammed,Kudus,1,5,45,875,8,264.1,206.4,192.0,4,139,66.2,4,0,3,20.2,65,MID
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID
Mathys,Tel,2,0,23,246,3,10.1,75.2,59.0,2,66,14.5,1,0,0,0.1,63,MID
Rodrigo,Bentancur,1,1,35,655,9,78.4,144.6,57.0,3,149,28.1,2,0,1,0.4,53,MID
Lucas,Bergvall,1,1,24,409,3,41.6,92.2,93.0,0,82,22.8,2,0,1,0.3,54,MID
Yves,Bissouma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52,MID
Wilson,Odobert,0,1,19,376,6,97.2,62.8,88.0,3,68,24.8,0,0,0,0.0,53,MID
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Archie,Gray,0,0,4,71,0,13.2,6.0,2.0,0,17,2.2,1,0,0,0.1,48,MID
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Pape Matar,Sarr,2,2,37,570,4,67.0,139.6,77.0,0,140,28.4,3,0,0,1.6,48,MID
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Dominic,Solanke-Mitchell,0,0,2,31,0,0.3,6.0,25.0,0,10,3.1,0,0,0,0.9,72,FWD
Richarlison,de Andrade,4,2,44,631,7,65.6,191.4,253.0,7,180,51.0,2,0,2,7.6,64,FWD
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,43,FWD
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,2,1,51,861,9,50.0,241.2,91.0,8,205,38.3,3,0,3,1.8,55,MID
Xavi,Simons,0,1,20,530,6,111.0,75.2,39.0,0,82,22.5,2,0,2,1.3,67,MID
Randal,Kolo Muani,0,0,6,189,2,22.8,8.2,8.0,0,19,3.6,1,0,0,0.2,69,FWD
Jun'ai,Byfield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
James,Rowswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Igor Julio,dos Santos de Paulo,0,0,3,13,1,10.3,3.0,0.0,0,5,1.3,0,0,0,0.1,45,DEF
Alphonse,Areola,0,0,15,630,12,0.0,187.4,0.0,0,78,18.8,0,0,0,2.1,43,GK
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
El Hadji Malick,Diouf,0,4,31,945,22,137.0,205.4,43.0,1,93,38.6,1,0,1,3.0,43,DEF
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Maximilian,Kilman,0,0,20,990,23,42.5,245.8,45.0,0,58,33.4,1,0,3,0.2,43,DEF
Konstantinos,Mavropanos,0,0,17,495,9,2.7,128.8,55.0,0,54,18.6,1,0,1,0.0,44,DEF
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF
Ollie,Scarles,0,0,1,69,3,1.2,8.0,0.0,0,-2,0.9,0,0,0,0.0,44,DEF
Jean-Clair,Todibo,0,0,7,486,12,16.4,110.0,4.0,0,34,13.1,0,0,1,0.1,43,DEF
Aaron,Wan-Bissaka,0,1,14,561,16,76.3,98.6,14.0,0,25,19.0,0,0,0,5.7,43,DEF
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Lucas,Tolentino Coelho de Lima,3,1,45,959,22,248.9,263.0,135.0,5,198,64.8,1,0,5,2.4,59,MID
Tomáš,Souček,2,1,26,422,14,18.7,134.8,176.0,3,101,33.1,1,1,0,0.3,57,MID
James,Ward-Prowse,0,0,11,414,11,176.3,56.6,6.0,0,82,23.9,1,0,0,0.2,56,MID
Crysencio,Summerville,0,3,23,639,13,84.5,77.8,100.0,0,91,26.3,0,0,3,0.1,55,MID
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Guido,Rodríguez,0,0,3,89,2,2.5,3.4,2.0,0,14,0.8,0,0,0,0.0,48,MID
Luis Guilherme,Lira dos Santos,0,0,3,54,1,0.6,1.6,4.0,0,5,0.4,0,0,0,0.0,49,MID
George,Earthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Andy,Irving,0,0,8,149,4,38.3,29.6,2.0,0,45,7.0,0,0,0,0.3,44,MID
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Freddie,Potts,0,0,10,282,5,78.5,60.4,2.0,0,59,14.0,0,0,0,0.6,44,MID
Jarrod,Bowen,3,1,46,990,23,196.3,224.6,274.0,9,210,69.6,1,0,0,7.2,77,FWD
Niclas,Füllkrug,0,0,10,379,9,72.3,24.8,125.0,0,23,21.9,1,0,0,0.7,56,FWD
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.7,44,FWD
Kyle,Walker-Peters,1,0,21,465,8,49.3,103.8,67.0,0,79,22.1,1,0,1,0.3,43,DEF
Callum,Wilson,2,0,22,365,7,27.8,89.6,165.0,3,90,28.0,1,0,0,0.4,58,FWD
Mads,Hermansen,0,0,9,360,11,0.0,84.8,0.0,0,27,8.5,1,0,0,0.2,44,GK
Mateus Gonçalo,Espanha Fernandes,1,1,28,642,11,167.9,149.4,39.0,2,129,35.7,1,0,1,0.1,55,MID
Soungoutou,Magassa,0,0,6,189,4,7.5,35.8,0.0,0,26,4.3,0,0,1,0.0,50,MID
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Ezra,Mayers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Sam,Johnstone,0,0,15,630,14,0.1,195.0,0.0,0,78,19.5,0,0,0,0.1,45,GK
José,Malheiro de Sá,0,0,5,360,11,10.0,44.0,0.0,0,7,5.5,0,0,0,1.1,43,GK
Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,GK
Emmanuel,Agbadou,0,0,11,560,17,39.9,162.2,39.0,0,27,24.2,0,1,0,0.2,43,DEF
Matt,Doherty,0,0,2,291,6,21.8,49.4,4.0,0,15,7.6,0,0,3,0.1,44,DEF
Hugo,Bueno López,0,0,21,792,16,256.6,187.4,67.0,2,84,51.3,1,0,1,0.1,44,DEF
Yerson,Mosquera Valdelamar,0,0,1,182,6,0.7,20.2,21.0,0,2,4.2,0,0,1,0.1,43,DEF
Rodrigo,Martins Gomes,1,0,13,331,9,40.4,60.2,103.0,0,20,20.5,0,0,0,0.1,44,DEF
Santiago,Ignacio Bueno,1,1,25,664,16,48.2,190.6,68.0,2,77,30.7,0,0,2,0.1,44,DEF
Toti,Gomes,0,0,6,525,17,57.1,95.0,27.0,0,19,17.9,0,1,1,0.1,43,DEF
Ki-Jana,Hoever,0,0,5,249,8,60.2,56.4,13.0,0,16,13.1,0,0,0,0.9,39,DEF
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Pedro,Cardoso de Lima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,DEF
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,39,DEF
Hwang,Hee-chan,1,0,16,366,7,32.8,53.2,51.0,0,55,13.7,0,0,0,0.1,57,MID
André,Trindade da Costa Neto,0,0,25,703,16,41.8,95.6,7.0,1,114,14.4,0,0,3,0.1,53,MID
Jean-Ricner,Bellegarde,0,0,13,474,16,74.2,49.8,62.0,0,64,18.5,0,0,1,0.0,52,MID
Fer,López González,0,1,7,116,5,52.0,27.0,32.0,0,24,11.0,0,0,1,0.0,52,MID
João Victor,Gomes da Silva,0,0,24,835,20,111.9,121.0,35.0,0,132,27.0,1,0,3,0.1,53,MID
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
