assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2002-10-21,0,119,True,True,None,None,6,0.49,20,586309,None,,0,0,-3,3,102.1,204,21,37,3.03,None,,0,4,3.4,3.4,2,0.15,0.01,3.63,0.3,3.48,17.30,1.42,0.29,Thierno,3.4,104,13,16,1.31,3,False,47.0,185,20,310,False,133.6,268,24,1098,,None,57,123,32,p586309,0,0,None,0,,586309.jpg,2.0,319,31,15,0,73,False,0,0.0,[],Barry,0.7,219,33,False,None,13,1.07,a,2,9,11,2025-07-09,249.0,64,21,42,112976,2177,115793,8289,0.6,7.4,Barry,2
0,1998-01-31,1,85,True,True,None,None,2,0.22,23,486385,None,,0,0,-5,5,52.6,299,32,47,5.13,None,,0,4,2.0,2.0,1,0.14,0.02,4.60,0.51,4.46,14.84,1.62,0.49,Norberto Bercique,2.0,204,23,12,1.31,2,False,45.3,199,23,311,False,125.8,273,26,824,,None,50,263,52,p486385,0,0,2,0,,486385.jpg,1.7,356,39,15,0,90,False,0,0.0,[],Gomes Betuncal,2.5,118,18,False,None,8,0.87,a,9,9,11,2023-08-29,289.0,51,18,36,415816,2996,1069541,7457,0.4,7.2,Beto,1
0,2004-05-24,0,0,False,True,0,0,0,0,0,491012,None,,0,0,-1,1,0.0,746,81,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Youssef,0.0,719,74,0,0,0,False,0.0,750,82,312,False,0.0,750,82,0,has joined Rangers permanently.,2025-09-02T12:26:54.689038Z,49,329,59,p491012,0,0,None,0,,491012.jpg,0.0,750,82,0,0,173,False,0,0,[],Ramalho Chermiti,0.1,530,74,False,None,0,0,u,0,9,11,2023-08-11,0.0,738,81,0,2418,0,14394,20,0.0,0.0,Y.Chermiti,0
0,2006-06-10,0,0,False,True,0,0,0,0,0,536241,None,,0,0,-1,1,0.0,640,67,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Martin,0.0,594,58,0,0,0,False,0.0,646,68,313,False,0.0,643,68,0,has joined Rotherham United on loan for the rest of the season.,2025-09-22T21:18:55.519763Z,44,542,75,p536241,0,0,None,0,,536241.jpg,0.0,651,68,0,0,152,False,0,0,[],Sherif,0.1,444,64,False,None,0,0,u,0,9,11,2024-09-16,0.0,614,67,0,8006,0,25242,68,0.0,0.0,Sherif,0
6,1995-09-10,12,342,True,True,100,100,6,0.35,25,114283,None,,0,0,0,0,515.9,10,10,126,7.38,None,,2,3,2.4,2.4,-1,3.36,0.2,5.33,0.32,1.97,24.37,1.43,0.12,Jack,2.4,173,74,23,1.35,2,False,126.8,12,10,419,False,371.0,76,24,1537,,2025-12-27T22:00:11.888873Z,65,50,32,p114283,0,0,None,0,,114283.jpg,4.0,76,34,82,1,241,False,0,0.0,"[{'property': 'loan_ineligible', 'notes': 'This player will not be available to face their parent club in Gameweek 35 as part of their loan conditions.', 'gameweek': 35, 'url': None}]",Grealish,9.7,45,17,False,None,17,1.0,a,19,9,11,2025-08-12,381.0,27,14,76,3774096,8879,3266462,70339,0.4,11.7,Grealish,3
0,1995-03-09,0,0,True,True,None,None,0,0,0,138001,None,,0,0,-1,1,0.0,498,27,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,434,35,0,0,0,False,0.0,508,40,630,False,0.0,505,40,0,,None,39,723,72,p138001,0,0,None,0,,138001.jpg,0.0,515,40,0,0,244,False,0,0,[],King,1.3,161,21,False,None,0,0,a,0,9,11,2025-08-15,0.0,458,12,0,65937,1017,87048,1666,0.0,0.0,King,0
0,2006-06-02,0,0,True,True,100,100,0,0,0,499300,None,,0,0,-3,3,0.0,598,241,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,538,222,0,0,0,False,0.0,605,242,667,False,0.0,601,241,0,,2025-08-29T10:30:08.715230Z,42,628,149,p499300,0,0,None,0,,499300.jpg,0.0,611,241,0,0,145,False,0,0,[],Aznou,0.1,557,202,False,None,0,0,a,0,9,11,2025-07-29,0.0,565,237,0,2237,47,11847,68,0.0,0.0,Aznou,0
0,2003-03-04,0,0,False,True,0,0,0,0,0,461446,None,,0,0,0,0,0.0,669,264,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,624,232,0,0,0,False,0.0,673,263,704,False,0.0,670,261,0,has joined Stockport County on loan for the rest of the season.,2025-09-02T12:26:54.674165Z,45,425,254,p461446,0,0,None,0,,461446.jpg,0.0,676,266,0,0,241,False,0,0,[],Onyango,0.1,567,206,False,None,0,0,u,0,9,11,2025-07-25,0.0,648,255,0,8420,0,9980,38,0.0,0.0,Onyango,0
0,2004-08-02,0,0,True,True,None,None,0,0,0,491745,None,,0,0,-1,1,0.0,514,194,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Elijah,0.0,451,169,0,0,0,False,0.0,524,193,705,False,0.0,521,193,0,,None,39,747,220,p491745,0,0,None,0,,491745.jpg,0.0,531,193,0,0,241,False,0,0,[],Campbell,0.2,394,142,False,None,0,0,a,0,9,11,2023-12-15,0.0,475,185,0,18017,92,14710,213,0.0,0.0,Campbell,0
0,2006-02-17,0,43,True,True,None,None,2,0.56,11,496661,None,,0,0,-2,2,48.7,308,172,39,11.0,None,,0,3,1.8,1.8,0,0.08,0.02,0.28,0.08,0.20,5.82,1.64,0.06,Tyler,1.8,221,95,2,0.56,0,False,11.4,380,177,707,False,40.8,391,172,319,,None,53,201,123,p496661,0,0,None,0,,496661.jpg,1.4,398,179,21,0,241,False,0,0.0,[],Dibling,0.0,612,237,False,None,4,1.13,a,7,9,11,2025-08-25,28.0,324,169,15,7238,60,5549,277,0.3,2.8,Dibling,2
0,2002-07-05,0,33,True,True,100,100,1,0.34,8,513466,None,,0,0,0,0,44.0,320,176,36,12.32,None,,0,3,1.8,1.8,1,0.15,0.05,0.52,0.18,0.37,4.83,1.65,0.13,Merlin,1.8,219,93,4,1.37,0,False,12.1,373,174,728,False,50.8,378,166,263,,2025-11-21T15:00:09.732749Z,50,273,168,p513466,0,0,None,0,,513466.jpg,1.4,397,178,14,0,80,False,0,0.0,[],Röhl,0.0,705,301,False,None,1,0.34,a,14,9,11,2025-09-01,26.0,331,174,13,1023,25,1017,53,0.4,2.6,Röhl,0
0,2007-11-07,0,0,True,True,None,None,0,0,0,629068,None,,0,0,0,0,0.0,717,76,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Braiden,0.0,674,67,0,0,0,False,0.0,722,77,779,False,0.0,722,77,0,,None,45,493,68,p629068,0,0,None,0,,629068.jpg,0.0,722,77,0,0,242,False,0,0,[],Graham,0.0,726,85,False,None,0,0,a,0,9,11,2025-12-29,0.0,701,76,0,690,201,229,101,0.0,0.0,Graham,0
0,1992-03-04,3,279,True,True,None,None,5,0.24,30,80201,None,,0,0,-1,1,0.0,731,86,0,0.0,None,,1,1,3.8,3.8,3,0.00,0.0,0.00,0.0,0.00,28.95,1.38,0.0,Bernd,3.8,78,8,30,1.43,0,False,46.1,193,10,314,False,462.6,30,8,1890,,None,49,282,10,p80201,0,0,None,0,,80201.jpg,3.0,192,16,165,0,80,False,53,2.52,[],Leno,1.7,149,20,False,None,21,1.0,a,2,10,54,2022-08-02,0.0,721,80,64,185466,3108,195228,3148,0.8,13.1,Leno,3
0,1998-10-01,0,0,False,True,0,0,0,0,0,428971,None,,0,0,0,0,0.0,545,56,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Steven,0.0,481,62,0,0,0,False,0.0,553,67,315,False,0.0,550,67,0,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,40,658,49,p428971,0,0,None,0,,428971.jpg,0.0,561,67,0,0,80,False,0,0,[],Benda,0.0,755,85,False,None,0,0,u,0,10,54,2023-08-30,0.0,508,41,0,0,0,457,0,0.0,0.0,Benda,0
0,1997-08-08,4,123,True,True,100,100,2,0.31,33,169528,None,,0,0,-1,1,190.2,109,27,51,7.87,None,,0,2,4.6,4.6,2,1.06,0.16,1.28,0.19,0.22,9.50,1.47,0.03,Antonee,4.6,38,12,6,0.93,0,False,37.4,237,80,316,False,151.6,249,100,583,,2025-10-17T01:00:10.471151Z,49,290,47,p169528,0,0,None,0,,169528.jpg,3.2,153,60,37,0,229,False,0,0.0,[],Robinson,0.8,207,79,False,None,6,0.93,a,18,10,54,2020-08-20,32.0,319,102,29,113846,8380,138083,2158,0.9,5.9,Robinson,0
0,1996-05-31,4,268,True,True,100,100,5,0.26,188,174874,None,,0,0,1,-1,76.1,245,68,213,10.95,None,,1,2,4.0,4.0,2,1.38,0.07,2.11,0.11,0.73,25.49,1.31,0.04,Joachim,4.0,66,22,27,1.39,0,False,65.4,109,35,317,False,497.8,20,7,1751,,2025-10-18T20:00:09.645414Z,46,387,68,p174874,0,0,None,0,,174874.jpg,3.8,91,35,74,0,58,False,0,0.0,[],Andersen,5.5,76,27,False,None,20,1.03,a,25,10,54,2024-08-23,79.0,229,61,76,1080179,8601,724761,14330,0.9,16.5,Andersen,4
0,1999-12-31,6,178,True,True,0,0,3,0.2,89,232892,None,,0,0,-1,1,74.1,248,70,120,7.95,None,,0,2,0.0,0.0,0,0.18,0.01,1.09,0.07,0.91,20.78,1.38,0.06,Calvin,0.0,583,238,25,1.66,1,False,46.5,189,63,318,False,335.2,96,43,1358,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:11.389034Z,44,521,111,p232892,0,0,None,0,,232892.jpg,3.4,127,49,66,0,157,False,0,0.0,[],Bassey,0.3,293,108,False,None,15,0.99,n,31,10,54,2023-07-28,54.0,278,83,55,89979,70,113332,1097,0.0,12.5,Bassey,3
1,1995-12-05,0,85,True,True,None,None,0,0.0,45,166477,None,,0,0,-2,2,115.5,185,46,63,7.42,None,,0,2,0.6,0.6,1,0.40,0.05,1.34,0.16,0.94,14.93,1.76,0.11,Timothy,0.6,318,117,17,2.0,0,False,35.0,254,85,319,False,150.6,251,101,764,,None,43,564,126,p166477,0,0,None,0,,166477.jpg,1.2,417,154,27,0,21,False,0,0.0,[],Castagne,0.1,454,166,False,None,8,0.94,a,18,10,54,2023-08-29,83.0,225,58,20,15557,418,21239,284,0.1,4.7,Castagne,2
0,1997-01-09,0,30,True,True,None,None,0,0.0,29,219924,None,,0,0,-2,2,4.3,418,154,34,7.46,None,,0,2,1.0,1.0,2,0.03,0.01,0.05,0.01,0.02,7.80,1.71,0.0,Issa,1.0,281,102,8,1.76,0,False,8.3,400,144,320,False,70.2,345,130,410,,None,43,566,128,p219924,0,0,None,0,,219924.jpg,1.3,403,149,10,0,73,False,0,0.0,[],Diop,0.1,520,189,False,None,4,0.88,a,5,10,54,2022-08-10,8.0,377,138,9,6034,205,10154,111,0.2,2.1,Diop,1
0,1999-11-17,1,114,True,True,None,None,2,0.31,59,246301,None,,0,0,-2,2,23.2,354,127,70,10.99,None,,0,2,4.0,4.0,0,0.08,0.01,0.08,0.01,0.00,7.83,1.23,0.0,Jorge,4.0,64,20,5,0.79,0,False,18.0,338,116,321,False,150.4,252,102,573,,None,43,573,133,p246301,0,0,None,0,,246301.jpg,3.4,126,48,27,0,200,False,0,0.0,[],Cuenca Barreno,0.1,560,204,False,None,7,1.1,a,11,10,54,2024-08-03,6.0,394,147,27,3974,263,4832,148,0.9,6.3,J.Cuenca,3
0,1995-10-09,5,251,True,True,0,0,5,0.33,75,167074,None,,0,0,0,0,137.2,165,40,126,8.42,None,,1,2,0.0,0.0,0,0.92,0.06,1.30,0.09,0.38,19.78,1.32,0.03,Kenny,3.2,113,44,18,1.2,1,False,53.9,157,51,322,False,322.4,107,46,1346,Hamstring injury - Unknown return date,2026-01-01T21:30:11.847911Z,45,401,75,p167074,0,0,None,0,,167074.jpg,4.1,67,29,56,0,152,False,0,0.0,[],Tete,0.4,257,99,False,None,16,1.07,i,51,10,54,2020-09-10,79.0,228,60,65,154509,27,124095,8185,0.7,14.4,Tete,2
0,2007-03-07,0,0,True,True,None,None,0,0,0,591385,None,,0,0,-2,2,0.0,488,190,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,423,163,0,0,0,False,0.0,499,189,323,False,0.0,496,189,0,,None,38,794,260,p591385,0,0,None,0,,591385.jpg,0.0,506,189,0,0,241,False,0,0,[],Amissah,0.1,413,153,False,None,0,0,a,0,10,54,2023-07-19,0.0,448,180,0,7906,93,15172,188,0.0,0.0,Amissah,0
2,1996-05-03,5,263,True,True,0,0,3,0.2,18,153133,5,,0,0,-2,2,361.1,34,32,99,6.7,None,,1,3,0.0,0.0,0,2.09,0.14,2.85,0.19,0.76,20.36,1.38,0.05,Alex,0.0,783,350,24,1.63,2,False,77.3,78,50,324,False,264.8,160,59,1329,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:11.406691Z,63,65,43,p153133,0,0,None,0,,153133.jpg,3.5,122,53,63,0,157,False,0,0.0,[],Iwobi,0.7,218,76,False,None,16,1.08,n,18,10,54,2023-09-01,146.0,130,77,56,276686,42,385660,1726,0.0,8.9,Iwobi,2
1,2000-07-28,1,213,True,True,100,100,2,0.2,23,209289,None,,0,0,-4,4,194.9,104,74,73,7.28,None,,0,3,2.8,2.8,5,0.63,0.06,3.56,0.35,2.93,15.72,1.57,0.29,Emile,2.8,147,62,13,1.3,3,False,61.2,129,70,325,False,191.8,209,89,902,,2025-10-28T21:00:08.536299Z,56,130,81,p209289,0,0,None,0,,209289.jpg,2.3,274,121,40,0,241,False,0,0.0,[],Smith Rowe,0.7,209,72,False,None,9,0.9,a,10,10,54,2024-08-02,225.0,70,44,49,146426,2522,171105,4345,0.5,8.8,Smith Rowe,1
0,1996-01-25,0,58,True,True,None,None,0,0.0,1,159533,None,,0,0,-4,4,61.8,277,160,14,4.83,None,,0,3,0.8,0.8,1,0.55,0.19,0.74,0.26,0.19,4.89,1.69,0.07,Adama,0.8,303,137,7,2.41,0,False,13.5,364,171,326,False,20.2,421,186,261,,None,51,226,139,p159533,0,0,None,0,,159533.jpg,1.1,421,189,12,0,200,False,0,0.0,[],Traoré Diarra,0.1,420,140,False,None,1,0.34,a,1,10,54,2023-08-12,57.0,275,147,17,11050,124,32824,244,0.2,3.3,Adama,0
0,1996-01-01,0,0,False,True,0,0,0,0,0,156689,None,,0,0,-2,2,0.0,769,338,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andreas,0.0,749,327,0,0,0,False,0.0,770,338,327,False,0.0,770,338,0,has joined Palmeiras permanently.,2025-09-02T13:24:11.133813Z,53,184,113,p156689,0,0,None,0,,156689.jpg,0.0,770,338,0,0,30,False,0,0,[],Hoelgebaum Pereira,0.1,544,195,False,None,0,0,u,0,10,54,2022-07-11,0.0,764,337,0,2438,0,35456,21,0.0,0.0,Andreas,0
2,2000-05-18,5,206,True,True,100,100,3,0.24,62,184349,None,,0,0,-1,1,122.5,180,121,132,10.58,None,,1,3,0.2,0.2,1,1.29,0.1,2.14,0.17,0.85,16.32,1.31,0.07,Ryan,0.2,397,184,21,1.68,2,False,50.3,177,95,328,False,253.0,168,64,1123,,2025-12-08T08:00:09.095165Z,54,162,101,p184349,0,0,None,0,,184349.jpg,4.1,69,31,44,0,241,False,0,0.0,[],Sessegnon,0.2,405,136,False,None,13,1.04,a,26,10,54,2024-07-26,128.0,151,89,57,138488,245,132538,401,0.0,10.6,Sessegnon,0
6,1997-03-22,13,389,True,True,100,100,5,0.3,38,153682,3,,1,-1,4,-4,319.9,47,41,103,6.19,3,,1,3,4.8,4.8,9,2.44,0.15,6.21,0.38,3.77,20.40,1.23,0.23,Harry,4.8,33,17,20,1.2,7,False,114.9,22,18,329,True,444.8,35,10,1497,,2025-12-22T23:30:10.987047Z,59,91,58,p153682,0,0,3,0,,153682.jpg,5.1,16,8,46,0,244,False,0,0.0,[],Wilson,20.6,17,6,False,None,18,1.08,a,19,10,54,2021-07-24,387.0,26,13,102,3316762,306827,811170,19070,0.8,17.3,Wilson,5
2,1998-02-14,3,312,True,True,None,None,5,0.26,58,207189,None,,0,0,-1,1,239.3,84,63,168,8.79,None,,1,3,3.6,3.6,10,0.87,0.05,1.51,0.08,0.64,26.44,1.38,0.03,Sander,3.6,88,38,28,1.46,0,False,58.3,140,76,330,False,296.0,124,43,1721,,None,49,297,183,p207189,1,0,None,0,,207189.jpg,2.6,234,103,78,0,161,False,0,0.0,[],Berge,0.1,516,183,False,None,20,1.05,a,32,10,54,2024-08-22,46.0,290,153,54,8031,559,9700,160,0.7,11.0,Berge,3
0,1991-01-20,1,92,True,True,100,100,0,0.0,7,76357,None,,0,0,-2,2,80.5,236,146,32,7.25,None,,0,3,2.4,2.4,2,0.26,0.06,0.95,0.22,0.69,7.01,1.59,0.16,Tom,2.4,170,72,7,1.59,1,False,20.1,329,161,331,False,75.6,341,151,397,,2025-10-18T20:00:09.684225Z,48,342,213,p76357,0,0,None,0,,76357.jpg,1.6,368,165,22,0,243,False,0,0.0,[],Cairney,0.0,625,249,False,None,3,0.68,a,3,10,54,2015-07-07,43.0,297,156,21,2080,121,3831,63,0.5,4.4,Cairney,2
3,1996-08-13,3,221,True,True,100,100,3,0.24,42,212314,1,,0,0,-1,1,326.9,44,38,125,9.84,None,,0,3,3.4,3.4,1,1.31,0.1,2.94,0.23,1.63,17.73,1.4,0.13,Saša,3.4,101,43,17,1.34,1,False,65.4,110,60,332,False,225.4,183,77,1143,,2025-12-18T02:00:09.874646Z,49,301,186,p212314,0,0,None,0,,212314.jpg,2.7,227,99,49,0,190,False,0,0.0,[],Lukić,0.1,528,187,False,None,14,1.1,a,34,10,54,2023-01-31,102.0,193,109,48,14295,182,17258,196,0.7,9.8,Lukić,5
0,2003-03-14,0,0,False,True,0,0,0,0,0,573062,None,,0,0,0,0,0.0,693,286,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Martial,0.0,650,256,0,0,0,False,0.0,698,286,333,False,0.0,697,285,0,has joined Strasbourg permanently.,2025-09-02T13:30:29.210428Z,45,464,283,p573062,0,0,None,0,,573062.jpg,0.0,699,287,0,0,54,False,0,0,[],Godo,0.0,651,266,False,None,0,0,u,0,10,54,2022-08-22,0.0,675,279,0,898,0,6517,13,0.0,0.0,Godo,0
0,2005-03-04,0,0,False,True,0,0,0,0,0,515024,None,,0,0,0,0,0.0,679,274,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,635,243,0,0,0,False,0.0,683,273,334,False,0.0,682,272,0,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,45,444,266,p515024,0,0,None,0,,515024.jpg,0.0,686,276,0,0,244,False,0,0,[],Harris,0.0,779,341,False,None,0,0,u,0,10,54,2022-08-05,0.0,659,265,0,0,0,305,1,0.0,0.0,Harris,0
1,2007-01-03,0,109,True,True,0,0,3,0.31,15,577725,None,,0,0,-1,1,105.2,197,131,69,7.2,None,,0,3,0.0,0.0,0,0.42,0.04,1.59,0.16,1.17,12.30,1.28,0.12,Josh,0.2,378,169,14,1.46,0,False,37.3,238,118,335,False,104.0,304,136,863,Knee injury - Unknown return date,2026-01-01T21:30:11.885073Z,44,546,326,p577725,0,0,None,0,,577725.jpg,1.7,354,155,36,0,241,False,0,0.0,[],King,2.0,130,44,False,None,11,1.15,i,18,10,54,2024-02-02,172.0,110,64,31,909381,215,785430,16656,0.0,7.0,King,3
0,1995-01-27,2,34,True,True,None,None,0,0.0,0,153366,None,,0,0,-2,2,8.4,405,198,1,6.43,None,,0,3,2.0,2.0,1,0.24,1.54,0.28,1.8,0.04,0.41,2.64,0.26,Harrison,2.0,200,89,1,6.43,1,False,5.1,416,187,336,False,35.6,399,176,14,,None,43,563,333,p153366,0,0,None,0,,153366.jpg,2.8,210,93,1,0,241,False,0,0.0,[],Reed,0.3,318,106,False,None,0,0.0,a,0,10,54,2020-08-30,7.0,387,191,11,53376,2132,52999,1041,0.5,2.6,Reed,0
4,1991-05-05,5,248,True,True,100,100,4,0.28,22,102057,None,,0,0,-3,3,205.1,98,4,74,5.09,1,,0,4,5.2,5.2,5,0.66,0.05,6.46,0.45,5.80,19.74,1.36,0.4,Raúl,5.2,29,6,17,1.17,5,False,92.0,48,10,337,False,281.8,138,12,1308,,2025-10-29T18:00:08.542122Z,62,72,24,p102057,0,0,1,0,,102057.jpg,3.4,136,13,34,0,139,False,0,0.0,[],Jiménez Rodríguez,2.1,129,19,False,None,16,1.1,a,18,10,54,2023-07-25,438.0,17,10,67,452364,18973,456987,8278,0.8,10.8,Raúl,4
1,2001-05-04,3,47,True,True,0,0,1,0.26,9,244042,None,,0,0,-2,2,42.0,324,37,19,4.91,None,,0,4,0.0,0.0,0,0.01,0.0,0.95,0.24,0.94,5.66,1.46,0.24,Rodrigo,0.0,751,78,4,1.03,1,False,22.2,317,38,338,False,61.8,360,38,348,Hamstring injury - Expected back 22 Feb,2025-11-08T19:00:09.014811Z,53,192,43,p244042,1,0,None,0,,244042.jpg,2.4,259,25,7,0,30,False,0,0.0,[],Muniz Carvalho,0.7,216,32,False,None,4,1.03,i,3,10,54,2021-08-20,122.0,161,37,17,255225,48,432159,651,0.0,3.2,Muniz,1
0,1991-04-26,0,0,True,True,None,None,0,0,0,86873,None,,0,0,-1,1,0.0,495,24,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,430,32,0,0,0,False,0.0,505,37,664,False,0.0,502,37,0,,None,39,719,69,p86873,0,0,None,0,,86873.jpg,0.0,512,37,0,0,73,False,0,0,[],Lecomte,0.7,211,28,False,None,0,0,a,0,10,54,2025-07-26,0.0,455,9,0,37014,1014,45594,1018,0.0,0.0,Lecomte,0
4,1999-05-22,1,143,True,True,0,0,0,0.0,7,218328,None,,0,0,-2,2,140.8,159,109,33,7.56,None,,1,3,0.0,0.0,0,2.16,0.49,3.18,0.72,1.02,6.03,1.38,0.23,Samuel,0.0,750,328,10,2.29,2,False,43.6,206,104,727,False,170.6,229,98,393,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,2025-12-13T14:30:12.223752Z,53,190,118,p218328,0,0,None,0,,218328.jpg,3.9,83,38,24,0,157,False,0,0.0,[],Chukwueze,0.1,503,175,False,None,3,0.69,n,2,10,54,2025-09-01,124.0,155,92,35,89034,43,82608,1015,0.0,6.6,Chukwueze,0
2,2003-01-04,0,124,True,True,100,100,4,0.51,13,560552,4,,0,0,-2,2,187.8,111,80,61,7.78,None,,0,3,3.2,3.2,1,1.20,0.15,2.07,0.26,0.87,10.00,1.27,0.11,Kevin,3.2,123,53,10,1.27,0,False,52.2,162,88,731,False,155.6,246,107,706,,2025-09-24T06:30:08.624024Z,58,112,72,p560552,0,0,None,0,,560552.jpg,1.9,334,146,32,0,30,False,0,0.0,[],Santos Lopes de Macedo,0.1,539,192,False,None,6,0.76,a,16,10,54,2025-09-01,180.0,102,62,32,30417,311,25958,400,0.6,5.5,Kevin,1
0,2007-07-04,0,12,True,True,None,None,0,0.0,0,631786,None,,0,0,0,0,11.4,387,49,2,6.43,None,,0,4,0.4,0.4,0,0.07,0.22,0.07,0.22,0.00,0.37,1.19,0.0,Jonah,0.4,345,42,1,3.21,0,False,2.1,442,52,737,False,1.2,468,55,28,,None,45,496,70,p631786,0,0,None,0,,631786.jpg,1.0,454,52,2,0,206,False,0,0.0,[],Kusi-Asare,0.1,495,70,False,None,0,0.0,a,0,10,54,2025-09-01,8.0,380,52,4,15795,211,12072,342,0.1,0.9,Kusi-Asare,0
0,2008-09-12,0,0,True,True,None,None,0,0,0,619536,None,,0,0,0,0,0.0,715,303,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Seth,0.0,672,273,0,0,0,False,0.0,720,303,770,False,0.0,720,303,0,,None,45,491,304,p619536,0,0,None,0,,619536.jpg,0.0,720,303,0,0,241,False,0,0,[],Ridgeon,0.0,767,336,False,None,0,0,a,0,10,54,2025-10-27,0.0,699,298,0,291,44,101,19,0.0,0.0,Ridgeon,0
0,2004-12-22,0,0,True,True,None,None,0,0,0,505079,None,,0,0,0,0,0.0,562,65,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,499,71,0,0,0,False,0.0,570,76,786,False,0.0,567,76,0,,None,40,678,58,p505079,0,0,None,0,,505079.jpg,0.0,578,76,0,0,241,False,0,0,[],McNally,0.0,776,90,False,None,0,0,a,0,10,54,2026-01-03,0.0,525,50,0,90,48,13,10,0.0,0.0,McNally,0
0,2000-03-02,0,0,True,True,None,None,0,0,0,437495,None,,0,0,-3,3,0.0,595,74,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Illan,0.0,535,79,0,0,0,False,0.0,604,84,339,False,0.0,600,84,0,,None,42,624,35,p437495,0,0,None,0,,437495.jpg,0.0,610,84,0,0,73,False,0,0,[],Meslier,0.3,289,38,False,None,0,0,a,0,11,2,2020-07-27,0.0,562,60,0,11294,177,60032,405,0.0,0.0,Meslier,0
0,1993-01-04,0,0,True,True,None,None,0,0,0,97846,None,,0,0,-1,1,0.0,496,25,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,431,33,0,0,0,False,0.0,506,38,340,False,0.0,503,38,0,,None,39,720,70,p97846,0,0,None,0,,97846.jpg,0.0,513,38,0,0,241,False,0,0,[],Cairns,0.2,402,61,False,None,0,0,a,0,11,2,2024-07-08,0.0,456,10,0,7041,107,13090,149,0.0,0.0,Cairns,0
0,1990-10-08,0,55,True,True,None,None,0,0.0,6,59735,None,,0,0,-1,1,0.0,491,20,0,0.0,None,,0,1,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,4.43,0.89,0.0,Karl,0.0,426,28,8,1.6,0,False,10.5,385,25,341,False,105.0,301,24,450,,None,39,715,65,p59735,0,0,None,0,,59735.jpg,2.0,308,26,53,0,244,False,13,2.6,[],Darlow,2.0,133,17,False,None,5,1.0,a,0,11,2,2023-07-29,0.0,451,5,10,143485,2650,235419,3303,0.0,2.6,Darlow,0
